transaction_id,customer_id,amount,currency,status,channel,timestamp,fees_charged,refund_amount,refund_timestamp,_merge,over_refund_flag,refund_on_failed,time_to_refund_hours,refund_ratio,channel_code,anomaly_score,anomaly_flag
db5616c7-aa60-45e9-9bf1-2109c287af3e,98290,49456.81,KES,SUCCESS,Bank Transfer,2025-06-07 14:27:46,30.0,52504.87,2025-06-12 10:27:46,both,True,False,116.0,1.0616307440775095,1,-0.00034762037991520334,True
7623c90a-ccbd-4c86-b8da-f5b8e02af0fc,87924,32494.67,KES,SUCCESS,M-Pesa,2025-03-22 16:39:06,324.95,32494.67,2025-04-01 12:39:06,both,False,False,236.0,1.0,3,0.11300250267978512,False
5b08320e-ba59-4dc4-9031-7b917791725d,23163,8766.2,KES,SUCCESS,Card,2025-05-04 20:43:19,131.49,8766.2,2025-05-11 18:43:19,both,False,False,166.0,1.0,2,0.12159004618807889,False
4aadb548-7915-4c00-a66c-424ddc56cff5,66325,9787.39,KES,FAILED,Bank Transfer,2025-06-04 06:19:44,30.0,9787.39,2025-06-09 19:19:44,both,False,True,133.0,1.0,1,0.10419566216253623,False
07465193-06e2-4537-889c-8caa474fc6b2,76425,21545.64,KES,SUCCESS,USSD,2025-05-15 12:15:49,10.0,21545.64,2025-05-16 09:15:49,both,False,False,21.0,1.0,4,0.07200446313487874,False
9ee1fc31-8547-4db2-91d1-ad82d75c4935,55687,13570.65,KES,SUCCESS,Bank Transfer,2025-01-19 13:10:56,30.0,13570.65,2025-01-28 04:10:56,both,False,False,207.0,1.0,1,0.08435445290379656,False
e8f00166-293c-4971-95a8-254acab1bd39,39377,26402.6,KES,SUCCESS,M-Pesa,2025-06-28 07:09:22,264.03,26402.6,2025-07-02 08:09:22,both,False,False,97.0,1.0,3,0.15811693291158668,False
1414a2a9-fbd1-4931-b4f5-a88834496614,63632,17808.71,KES,SUCCESS,M-Pesa,2025-06-07 21:43:19,178.09,17808.71,2025-06-16 18:43:19,both,False,False,213.0,1.0,3,0.14527923513043706,False
4f0f2fbc-5313-4d03-b41d-784eee578dfe,73171,31823.48,KES,SUCCESS,M-Pesa,2025-04-14 10:21:29,101.48,31823.48,2025-04-15 02:21:29,both,False,False,16.0,1.0,3,0.11859561723547124,False
03aa5404-93e9-42aa-b445-bafdffb6fead,32419,43743.62,KES,FAILED,Card,2025-06-25 16:04:48,656.15,43743.62,2025-06-29 23:04:48,both,False,True,103.0,1.0,2,0.10547671214052501,False
5bfabb2d-a9b9-4eae-bf6f-b654d33d09ce,36425,5814.38,KES,SUCCESS,M-Pesa,2025-01-25 12:29:50,58.14,5814.38,2025-01-28 15:29:50,both,False,False,75.0,1.0,3,0.13621404386387337,False
5c47faa7-7b88-4a78-9f81-39b5f28a2449,17219,11446.89,KES,SUCCESS,M-Pesa,2025-02-20 18:23:08,114.47,11446.89,2025-02-26 10:23:08,both,False,False,136.0,1.0,3,0.15372597119093312,False
42d7f38f-2f06-4562-a496-529d6be6a130,35192,46497.03,KES,SUCCESS,M-Pesa,2025-06-27 16:00:32,464.97,46497.03,2025-07-05 21:00:32,both,False,False,197.0,1.0,3,0.11882403082758236,False
7ce6dffd-05f8-45dc-bd14-486d3cdc2666,67893,47367.98,KES,SUCCESS,M-Pesa,2025-05-18 06:08:37,473.68,47367.98,2025-05-19 05:08:37,both,False,False,23.0,1.0,3,0.09379970779765257,False
94c4a5db-225b-4734-bec4-236b410bb268,96348,43430.38,KES,FAILED,Card,2025-06-16 07:13:36,651.46,43430.38,2025-06-24 03:13:36,both,False,True,188.0,1.0,2,0.10566786033466735,False
fd6c973d-32a8-4606-a309-8c89b8b37926,64165,25034.89,KES,FAILED,Card,2025-06-16 07:30:07,375.52,35804.55,2025-06-23 11:30:07,both,True,True,172.0,1.43018603237322,2,0.015126554154682226,False
e56061b4-181b-49da-84c1-8cfd889f1772,52722,17397.02,KES,SUCCESS,M-Pesa,2025-05-17 05:49:28,173.97,17397.02,2025-05-18 13:49:28,both,False,False,32.0,1.0,3,0.13947218194936783,False
0d5ce807-fc38-4a3e-8deb-a7e134d20da6,67645,46214.71,KES,SUCCESS,Bank Transfer,2025-05-27 23:37:04,30.0,46214.71,2025-06-03 23:37:04,both,False,False,168.0,1.0,1,0.07144693551136555,False
56ee6727-f549-4e6c-bd0b-b36d77cdd756,20057,43502.98,KES,SUCCESS,Bank Transfer,2025-02-28 19:23:32,30.0,43502.98,2025-03-09 02:23:32,both,False,False,199.0,1.0,1,0.07057106089859855,False
b3649938-8d8b-4210-ac02-f5aa8f03e652,79000,3124.07,KES,SUCCESS,Card,2025-03-14 23:29:39,46.86,3124.07,2025-03-16 20:29:39,both,False,False,45.0,1.0,2,0.07157293170128559,False
bf28e7f3-8ca9-4739-8239-bb5cb2bb2681,96274,42375.38,KES,SUCCESS,M-Pesa,2025-06-08 21:01:46,317.5,42375.38,2025-06-13 18:01:46,both,False,False,117.0,1.0,3,0.14695065572290855,False
6b624ee4-99bd-420c-a1d4-29e02ea0cf79,23470,44937.01,KES,SUCCESS,Card,2025-01-01 17:13:48,674.06,44937.01,2025-01-05 11:13:48,both,False,False,90.0,1.0,2,0.10519672581728645,False
88839dea-644e-4d34-8297-bb23e3cb4864,81158,14657.47,KES,SUCCESS,Card,2025-06-18 15:49:07,219.86,14657.47,2025-06-28 06:49:07,both,False,False,231.0,1.0,2,0.09130484089716245,False
32b320ff-3dc1-44c0-a943-b300e5aa31bc,26979,5108.2,KES,FAILED,M-Pesa,2025-06-15 15:39:41,51.08,6424.24,2025-06-19 19:39:41,both,True,True,100.0,1.257632825652872,3,0.05770456470990237,False
3c7d08e4-4e5d-40d4-ae0c-4fb3143f4bc3,80910,46675.38,KES,SUCCESS,Card,2025-06-22 15:27:45,700.13,46675.38,2025-06-26 19:27:45,both,False,False,100.0,1.0,2,0.09407164510571031,False
dc4c4110-d819-4244-a352-b51a168140b7,15212,40148.15,KES,SUCCESS,M-Pesa,2025-06-04 09:36:47,401.48,47296.6,2025-06-12 17:36:47,both,True,False,200.0,1.1780517906802679,3,0.07653038227611064,False
e8ffc78b-368b-490c-91a0-99d3db5a69fb,24817,29170.77,KES,SUCCESS,USSD,2025-03-01 05:50:50,10.0,29170.77,2025-03-07 16:50:50,both,False,False,155.0,1.0,4,0.08681105310398946,False
14324b6d-60bd-4779-b069-34eb380a1a15,60643,25262.48,KES,SUCCESS,Bank Transfer,2025-03-20 15:42:11,30.0,25262.48,2025-03-26 19:42:11,both,False,False,148.0,1.0,1,0.11615944625037,False
cb94c920-a841-41cc-9766-d7191666aecb,48575,45896.48,KES,SUCCESS,Bank Transfer,2025-01-19 22:26:21,30.0,45896.48,2025-01-20 22:26:21,both,False,False,24.0,1.0,1,0.056190760157457054,False
427c176f-2b31-4521-b264-342d23034e36,46820,33941.93,KES,SUCCESS,M-Pesa,2025-04-26 11:47:05,339.42,33941.93,2025-05-05 04:47:05,both,False,False,209.0,1.0,3,0.1413424261540558,False
000143e9-326a-4518-99ab-db9dd4cce957,50667,32155.17,KES,FAILED,USSD,2025-06-28 23:30:12,10.0,24287.57,2025-07-01 17:30:12,both,False,True,66.0,0.7553239494613153,4,-0.007588693121056367,True
c45d978b-e73d-410a-81b1-300723dad77d,58821,30634.95,KES,SUCCESS,M-Pesa,2025-04-25 07:56:45,306.35,30634.95,2025-05-05 03:56:45,both,False,False,236.0,1.0,3,0.11268266539246752,False
fce462f0-6e8a-4329-8ed6-eee3d6a6284b,60637,827.35,KES,SUCCESS,M-Pesa,2025-06-18 03:48:06,8.27,827.35,2025-06-18 18:48:06,both,False,False,15.0,1.0,3,0.05798260697029489,False
3d3dc41f-6a32-42b7-ba8b-5a5567c90ddc,93749,36393.29,KES,SUCCESS,M-Pesa,2025-04-18 19:16:32,363.93,36393.29,2025-04-26 01:16:32,both,False,False,174.0,1.0,3,0.1477103467989166,False
b45eff55-0bb1-4459-9115-2e52395ead34,40624,5450.76,KES,SUCCESS,M-Pesa,2025-06-07 17:43:17,54.51,5450.76,2025-06-15 09:43:17,both,False,False,184.0,1.0,3,0.1262750300184679,False
094ee299-8d64-48fb-aad2-0c7546d1219d,69799,16714.06,KES,SUCCESS,M-Pesa,2025-01-25 20:11:57,167.14,16714.06,2025-01-28 14:11:57,both,False,False,66.0,1.0,3,0.1528450814198956,False
19b40517-6ad1-42d9-bf61-43be8d19b6a2,29930,8368.95,KES,SUCCESS,Bank Transfer,2025-01-23 00:18:02,30.0,8368.95,2025-02-01 12:18:02,both,False,False,228.0,1.0,1,0.05511152119902207,False
b23ce4af-2703-4e5e-bfa2-ca5655c0e0eb,45548,32840.75,KES,SUCCESS,Card,2025-04-22 18:59:04,492.61,32840.75,2025-04-25 18:59:04,both,False,False,72.0,1.0,2,0.12751768802792462,False
a6ddbdd7-9a22-4a31-a7e9-f98ab56782e1,31952,17506.78,KES,FAILED,USSD,2025-02-07 11:54:49,10.0,17506.78,2025-02-07 23:54:49,both,False,True,12.0,1.0,4,0.04797132236120338,False
44183d55-3143-4ad1-bee2-d70db4f12624,82657,48149.55,KES,SUCCESS,USSD,2025-03-04 04:15:29,10.0,48149.55,2025-03-04 23:15:29,both,False,False,19.0,1.0,4,0.02100192641407539,False
17572151-7cfa-44c0-9d54-d6992ac7a84e,34956,42829.33,KES,SUCCESS,Card,2025-03-22 05:41:51,642.44,85658.66,2025-03-30 08:41:51,both,True,False,195.0,2.0,2,-0.10711951568135947,True
5ddd7e1b-2551-40b0-8b47-8258d0b8aa13,92277,2986.86,KES,SUCCESS,M-Pesa,2025-06-03 00:43:16,29.87,2986.86,2025-06-06 21:43:16,both,False,False,93.0,1.0,3,0.1159818935057279,False
0f4b59b0-5fe8-4b26-bcec-6ec2041127ec,48286,16671.89,KES,SUCCESS,Bank Transfer,2025-02-25 16:14:25,30.0,16671.89,2025-02-28 20:14:25,both,False,False,76.0,1.0,1,0.10393011166727595,False
d98fa9b5-360e-4b86-b12c-14a78a50c34e,38887,44797.92,KES,SUCCESS,M-Pesa,2025-04-01 21:41:48,447.98,44797.92,2025-04-08 19:41:48,both,False,False,166.0,1.0,3,0.1343568743372232,False
30099d65-cfee-4ccd-b834-686cd9da500d,42780,20396.21,KES,SUCCESS,Card,2025-03-03 13:45:27,305.94,20396.21,2025-03-03 17:45:27,both,False,False,4.0,1.0,2,0.09208184697743593,False
eeeea1e8-edc8-4aca-a7e3-b8800ccf48b8,52348,4716.92,KES,SUCCESS,M-Pesa,2025-02-01 19:28:32,47.17,4716.92,2025-02-06 01:28:32,both,False,False,102.0,1.0,3,0.1306569853231377,False
784f6a26-44c4-4148-b38a-301c87762bed,98517,36209.94,KES,SUCCESS,M-Pesa,2025-05-13 23:34:34,362.1,36209.94,2025-05-20 13:34:34,both,False,False,158.0,1.0,3,0.15125442375728676,False
e091dfff-7a4d-4831-8e97-2375cf3ea224,14721,25144.81,KES,SUCCESS,Card,2025-01-15 19:57:14,377.17,25144.81,2025-01-23 09:57:14,both,False,False,182.0,1.0,2,0.13082098888827343,False
1dc5dddf-ca0a-413c-94bf-f2855edbf4d5,93791,785.46,KES,SUCCESS,M-Pesa,2025-05-23 08:30:57,7.85,785.46,2025-05-30 21:30:57,both,False,False,181.0,1.0,3,0.07087588383979476,False
40b0abbd-3627-4540-9127-4c2fc5b49c15,10958,5065.04,KES,PENDING,M-Pesa,2025-04-19 14:06:22,50.65,5065.04,2025-04-27 06:06:22,both,False,False,184.0,1.0,3,0.12498682500802966,False
95a0cf38-2a85-43f7-bc68-7b5c0faf3fce,48345,20603.66,KES,SUCCESS,M-Pesa,2025-05-03 23:29:04,206.04,20603.66,2025-05-04 19:29:04,both,False,False,20.0,1.0,3,0.137674742683903,False
826a171c-7fcc-423f-bfb3-6cf4023db0a5,49137,7697.47,KES,SUCCESS,M-Pesa,2025-05-05 23:12:48,76.97,7697.47,2025-05-10 16:12:48,both,False,False,113.0,1.0,3,0.15027488683288948,False
4e70c5d1-fd3f-402e-beb4-b9674fe8405a,30967,1981.34,KES,SUCCESS,USSD,2025-03-18 16:14:39,10.0,1981.34,2025-03-21 17:14:39,both,False,False,73.0,1.0,4,0.033391769092119716,False
c6e4b605-c3e1-4025-973a-b8331cb61427,12470,24719.87,KES,SUCCESS,M-Pesa,2025-03-11 06:43:02,247.2,24719.87,2025-03-17 01:43:02,both,False,False,139.0,1.0,3,0.163810384524392,False
dd6a54e2-791b-4091-8dfc-a9757a8aed67,81839,6094.74,KES,FAILED,Bank Transfer,2025-01-27 15:23:33,30.0,6094.74,2025-01-29 03:23:33,both,False,True,36.0,1.0,1,0.06952405737507938,False
398960b0-d5eb-4bc9-9375-8efa9276e661,52801,2736.16,KES,FAILED,Bank Transfer,2025-04-17 06:35:31,30.0,1641.57,2025-04-23 08:35:31,both,False,True,146.0,0.5999539500614,1,-0.028289767544167344,True
ebe38c96-3bb3-4ab6-acf4-3dd45b68c807,45098,42649.09,KES,SUCCESS,M-Pesa,2025-03-09 07:44:41,426.49,42649.09,2025-03-15 14:44:41,both,False,False,151.0,1.0,3,0.14619685623193873,False
ae363fa5-0ef3-4af1-b5ea-5d1bf667f808,38380,25811.02,KES,SUCCESS,USSD,2025-05-27 15:00:17,10.0,25811.02,2025-06-04 19:00:17,both,False,False,196.0,1.0,4,0.07379856187341716,False
e883da79-13cc-44ec-a614-1ef2759c513c,31017,7505.63,KES,SUCCESS,M-Pesa,2025-06-15 04:31:23,75.06,7505.63,2025-06-22 20:31:23,both,False,False,184.0,1.0,3,0.13904093272792212,False
8468e446-8fdd-4c50-800a-c6216dd9f941,26279,28412.91,KES,SUCCESS,Card,2025-01-26 07:57:14,426.19,28412.91,2025-01-29 05:57:14,both,False,False,70.0,1.0,2,0.1337306555491241,False
e9d2f98a-c088-40c5-b1d7-ce225a14d657,89118,30361.23,KES,FAILED,M-Pesa,2025-03-04 19:23:35,303.61,30361.23,2025-03-05 20:23:35,both,False,True,25.0,1.0,3,0.13489071148527915,False
8965b38c-e1b3-4b9d-9056-b78b7dee1105,93632,24830.05,KES,SUCCESS,Card,2025-02-12 14:02:10,372.45,24830.05,2025-02-15 05:02:10,both,False,False,63.0,1.0,2,0.129533464977919,False
f98a721c-6065-471f-808e-2cc0ab0edfdb,65517,9392.38,KES,SUCCESS,Bank Transfer,2025-04-14 08:07:52,30.0,9392.38,2025-04-17 13:07:52,both,False,False,77.0,1.0,1,0.0967211097636217,False
4b7154dc-4857-4cd4-9624-598199371420,51733,42921.07,KES,SUCCESS,USSD,2025-03-09 18:19:44,10.0,42921.07,2025-03-11 10:19:44,both,False,False,40.0,1.0,4,0.05460973874491071,False
f7602807-bf86-49f1-ad51-22b4bf8b6e95,68951,13504.96,KES,SUCCESS,M-Pesa,2025-02-15 19:07:11,135.05,13504.96,2025-02-21 06:07:11,both,False,False,131.0,1.0,3,0.15424009021376772,False
c2546077-22dc-4858-99bf-2ef050c15524,88488,26041.3,KES,FAILED,USSD,2025-02-03 15:07:11,10.0,26041.3,2025-02-05 14:07:11,both,False,True,47.0,1.0,4,0.07414807654476402,False
f25157a1-7f59-41f1-9846-7614e249c0d2,67694,38022.27,KES,SUCCESS,M-Pesa,2025-03-20 11:27:12,380.22,38022.27,2025-03-26 18:27:12,both,False,False,151.0,1.0,3,0.15279384911875782,False
7288f52f-de34-4035-94c7-67e20f295374,22882,29118.08,KES,SUCCESS,M-Pesa,2025-06-13 23:24:51,291.18,29118.08,2025-06-15 16:24:51,both,False,False,41.0,1.0,3,0.14337999150755,False
b8ded9d1-bfaa-4f1b-96f2-04674930f1cc,34866,26278.14,KES,SUCCESS,M-Pesa,2025-01-08 23:12:57,262.78,26278.14,2025-01-14 02:12:57,both,False,False,123.0,1.0,3,0.1638234374796635,False
2b5914cb-7287-4e6c-af42-dbd7f890f2bd,90225,33553.19,KES,SUCCESS,USSD,2025-01-26 16:00:02,10.0,33553.19,2025-01-27 03:00:02,both,False,False,11.0,1.0,4,0.039770202413598965,False
8313c574-dbcb-46d5-9d22-2c92e57a1c7d,70878,3182.94,KES,SUCCESS,Card,2025-01-17 08:45:16,47.74,3182.94,2025-01-24 18:45:16,both,False,False,178.0,1.0,2,0.08242268656516477,False
8786b975-e582-4a03-808d-c11076de4b36,90598,14478.11,KES,SUCCESS,M-Pesa,2025-05-25 15:38:49,144.78,14478.11,2025-05-30 14:38:49,both,False,False,119.0,1.0,3,0.15445380905462103,False
3abf2624-71df-4ced-9f26-8d8946ff5520,29575,25720.36,KES,SUCCESS,Bank Transfer,2025-01-20 16:28:57,30.0,25720.36,2025-01-28 14:28:57,both,False,False,190.0,1.0,1,0.10257584240324469,False
bccb9121-33b6-45d2-abe7-1fa36fdc90dc,63318,23992.3,KES,SUCCESS,M-Pesa,2025-06-13 13:45:45,239.92,23992.3,2025-06-21 22:45:45,both,False,False,201.0,1.0,3,0.1459925423091359,False
e4b33f80-3dcd-486e-bf7b-d71deca63788,88764,17466.63,KES,SUCCESS,M-Pesa,2025-04-21 09:33:27,174.67,17466.63,2025-04-23 11:33:27,both,False,False,50.0,1.0,3,0.15058239724966754,False
fa95d996-dfb2-489e-8e64-a8a6e4044d27,23859,41279.45,KES,FAILED,USSD,2025-03-28 06:05:12,10.0,41279.45,2025-03-28 14:05:12,both,False,True,8.0,1.0,4,0.034999197908796686,False
9b179fb7-0bb2-4481-a92e-c691f5f5a21a,91165,46599.53,KES,SUCCESS,App,2025-04-25 02:33:36,10.0,46599.53,2025-05-03 15:33:36,both,False,False,205.0,1.0,0,-0.006097848407577988,True
50b03c2d-19fc-4d6d-af2e-d185d15aa285,93324,29573.55,KES,SUCCESS,M-Pesa,2025-02-27 07:08:20,295.74,29573.55,2025-03-06 10:08:20,both,False,False,171.0,1.0,3,0.15475696866059085,False
658d0c6a-c840-40d8-b4ff-7eb4b212a08d,29779,38674.39,KES,FAILED,M-Pesa,2025-02-24 09:04:42,230.03,51540.1,2025-02-28 17:04:42,both,True,True,104.0,1.3326674318586538,3,0.051348722456113105,False
