transaction_id,customer_id,refund_amount,refund_reason,refund_timestamp
f7602807-bf86-49f1-ad51-22b4bf8b6e95,68951,13504.96,Operational,2025-02-21 06:07:11
757e0837-3a2b-4db0-bf45-250958c54c20,53673,575.51,Operational,2025-03-28 14:56:07
159c2c4c-f031-4500-ac39-7e95e3149d0a,72759,20265.34,Operational,2025-06-11 21:55:03
937e131a-d86c-45cc-9294-90ec5a5090ac,91386,7519.44,Operational,2025-03-15 01:32:43
bd717e91-eabc-4609-896f-a8e4779e6254,84929,2982.63,Operational,2025-02-26 06:19:41
294b9cc3-b669-4ea9-ae13-540623487e88,17658,16885.79,Operational,2025-04-09 05:21:45
e25a08d8-6ec0-4e6b-ad85-acca9d26e869,74960,12745.71,Operational,2025-02-17 04:39:41
349c8e7f-57e8-474a-9d07-689b836492c7,71445,23939.69,Operational,2025-03-30 01:00:12
106a4d8e-6cdd-458e-b8b5-62d03ede1af3,80666,41236.04,Operational,2025-06-27 11:58:41
32b0af67-6526-4719-bc66-0c3b0b2efdc7,25995,28320.04,Operational,2025-02-21 20:32:02
e33552df-f785-4c8e-860d-8f431efaec82,48228,6915.1,Operational,2025-07-03 17:56:16
826a171c-7fcc-423f-bfb3-6cf4023db0a5,49137,7697.47,Operational,2025-05-10 16:12:48
f25157a1-7f59-41f1-9846-7614e249c0d2,67694,38022.27,Operational,2025-03-26 18:27:12
30c3bc95-57ba-485b-b3e0-e96ad672946b,53729,40865.13,Operational,2025-01-11 07:53:47
d221c846-9e28-4710-be3e-f7b0b84f6609,65858,48598.72,Operational,2025-02-12 08:43:45
68b92aa1-5501-4e52-8de5-006c37b03517,34039,46021.93,Operational,2025-02-26 19:51:29
48fa0f78-249d-4c53-ba5b-651d9039ae13,58294,3645.45,Operational,2025-06-20 22:36:52
a0fa7c55-6439-4ef0-afa3-29ad532835d9,78665,13538.3,Operational,2025-03-17 07:27:53
fa834196-b7b6-4082-897a-157f2c4da7d4,20002,559.7,Operational,2025-06-28 12:12:04
0b9afc64-5d97-4c97-984b-f55a9e8b994e,40057,20608.69,Operational,2025-05-08 01:02:12
3e3e4fa4-8c09-4d62-be5f-c0d552721d23,55967,35346.26,Operational,2025-01-20 06:16:12
cacf4673-1e16-4349-9f27-2f18d2c7b18b,11953,11804.32,Operational,2025-01-23 17:31:17
40305533-367d-4f7c-9562-afa0da369845,62412,697.9,Operational,2025-06-08 13:27:48
70e68b9f-8137-458b-bd64-5f4330a0d692,68535,21150.4,Operational,2025-04-08 19:17:22
ad2f4bb8-9a50-4af5-afea-f6180a4eb434,30446,34489.33,Operational,2025-02-04 06:23:30
1e48f28c-18dc-42f0-8e02-f76d299964de,40120,6690.73,Operational,2025-04-07 06:50:43
0c1872ef-ce0c-40e1-8d7b-fbd78f225d7b,18114,43067.84,Operational,2025-06-28 17:33:39
454f1315-081a-4d4b-9c5f-525bf6bfe2a9,59550,41816.89,Operational,2025-03-08 09:32:08
d35f4cc1-8954-4907-b479-62d8a6888deb,65971,46541.07,Operational,2025-03-01 03:34:02
b8ba4851-2bf2-4675-809b-5b6dac78ecfb,11186,26510.23,Operational,2025-06-18 22:01:55
d23d90ea-646f-4ff7-af20-c84acf681c93,28457,13182.1,Operational,2025-04-17 03:48:52
6b624ee4-99bd-420c-a1d4-29e02ea0cf79,23470,44937.01,Operational,2025-01-05 11:13:48
f8ef9224-3a85-4034-8c07-3f477db7edd9,25879,6975.77,Operational,2025-02-09 06:12:59
97ddc5ed-6d99-4e92-b4c4-89b85fb9ed7d,55048,79.34,Operational,2025-04-20 16:31:11
283e5094-1e78-4108-9c96-564cca1a440d,29185,23373.08,Operational,2025-04-30 20:42:04
9a6c84a2-8c82-4a56-bdb7-5398f0b736b6,45511,45003.17,Operational,2025-04-04 03:15:27
8b13400f-fc8b-4e96-8edf-a46e26abddbe,65108,41581.38,Operational,2025-01-13 22:04:56
848026e7-85f0-4aba-a690-e3da300d34bc,81008,27339.45,Operational,2025-03-10 09:29:52
c3038893-148d-43cf-b418-9f3747d23416,34862,26576.22,Operational,2025-05-15 18:39:52
cca77f4a-f4e3-4d38-9702-81f90c4ca8cb,88150,20488.23,Operational,2025-03-13 11:47:49
7d4459da-793b-4b52-a7a6-88a3128d9199,62653,22922.06,Operational,2025-02-10 04:14:18
bed6b6c6-9129-477e-9141-103ec7d855d7,83442,32541.43,Operational,2025-05-22 10:41:08
54aa9f44-0448-4f11-9b05-eaafb340fc78,30803,47047.31,Operational,2025-06-05 11:06:01
5b2d43ab-d4a4-459b-b4c2-c7da01274b70,43249,28503.62,Operational,2025-04-14 23:48:49
c199f9bf-7210-446e-a654-d351e7eed9a2,69821,3832.68,Operational,2025-04-07 04:24:24
75cd45b7-47e3-4c4b-9755-3e7555bc688e,80911,36190.79,Operational,2025-04-21 17:35:31
e4b33f80-3dcd-486e-bf7b-d71deca63788,88764,17466.63,Operational,2025-04-23 11:33:27
5d355a49-689b-4f1c-b876-6b482ee5be1d,71028,39070.78,Operational,2025-02-06 18:53:24
00aed3af-159f-400b-b189-dc3d947789f8,57738,37823.49,Operational,2025-01-16 11:39:59
6e24a607-35f6-4398-86f8-c816a6e9d1c2,47026,45330.36,Operational,2025-04-11 15:59:22
d9774ef3-b417-43fc-a011-46f3d77a8a82,34284,35654.64,Operational,2025-04-06 12:12:05
15c2ef5c-21ab-4017-835c-5dc934b70cfc,28732,34562.16,Operational,2025-01-15 14:54:00
50d92078-8f6f-41c4-ae5f-91a8dc26769e,15688,48086.48,Operational,2025-05-21 14:52:38
eb742670-c05b-4b9a-8980-cb8d52e84dab,53339,48613.08,Operational,2025-06-12 13:59:53
d724f0b5-4d50-4085-9f56-3300e5fbb238,84093,33846.44,Operational,2025-02-14 06:48:44
b3a99439-609b-4749-9a0f-91c3ce2ab07a,80464,45930.48,Operational,2025-06-03 10:53:02
7b7b3ea7-b9d1-454a-a996-c29e2c3a8a57,92811,6208.95,Operational,2025-01-07 19:39:28
ad620679-1e94-4986-9001-6b7d681abe7b,95528,22646.42,Operational,2025-05-13 05:12:14
f4b880c2-2a1e-479d-a9fe-53961fd18f63,11523,5012.92,Operational,2025-04-18 18:11:19
78fdfbe2-bed0-45b1-bffa-e7bef21a26f2,41653,16829.49,Operational,2025-05-14 14:28:26
c6a2f8b2-8883-4c64-91f3-bc06db5c40d8,76514,13634.47,Operational,2025-05-04 02:06:50
08e6da04-b58f-4a98-ad10-fd5d058e0bea,32407,59254.72,Operational,2025-06-22 05:54:54
e8db319e-3334-46e4-9622-91b3152f44a3,44091,37878.48,Operational,2025-03-01 16:01:51
cc8bc0df-ba4d-4ee6-8db2-f847a0f4243a,10654,23185.88,Operational,2025-06-03 11:08:34
d40e8c63-5e87-4ed3-bd97-9f3a352e6c97,64728,6539.99,Operational,2025-02-10 10:35:31
fab91439-b388-46d6-979f-114fd1465436,65462,3588.43,Operational,2025-05-19 08:50:47
d7b644e3-4642-4aee-976b-30fa95e88942,12613,9002.56,Operational,2025-02-22 18:38:20
398960b0-d5eb-4bc9-9375-8efa9276e661,52801,1641.57,Operational,2025-04-23 08:35:31
d784c1ca-9593-4d61-a607-493e85a9ac32,52065,1214.81,Operational,2025-01-29 14:05:54
38fd19ec-5873-42f7-a102-48eaad033f09,46701,40927.06,Operational,2025-06-20 09:26:04
d2fb5f77-48db-476b-9eb9-395b05e593b1,38378,19541.68,Operational,2025-06-12 22:15:19
4089e24e-2bd0-41ed-bd2b-9ca51826c6bf,47936,18344.51,Operational,2025-05-03 12:57:32
b6d606ff-2df1-40a2-8675-6055babb8ef7,71242,41677.08,Operational,2025-05-14 17:30:52
33cfd3ea-83b0-4121-9e82-cc902a5e3bfd,81638,26448.49,Operational,2025-06-08 22:35:52
6adb5262-50dd-4647-804c-097dbcef6cea,33593,21341.31,Operational,2025-03-22 15:32:25
cd6883b3-15ea-4875-b50b-c1d96661a38b,93621,30708.52,Operational,2025-06-02 02:30:39
e8d4d61a-7a20-47f8-a242-2b9aa3e5bc5f,18061,7554.86,Operational,2025-01-15 20:19:39
7b4b0aa4-b53a-402e-8ea1-d00b76cd969c,88910,39025.42,Operational,2025-01-12 10:02:09
32fa7849-6970-4844-b59e-fe54b6dd6982,37737,19832.29,Operational,2025-01-04 16:57:12
60a9aff8-5454-4253-abd1-e31044bde7d7,94741,28644.36,Operational,2025-04-01 16:23:59
3bcbe0f3-f9ef-4665-9421-4878e8e8c803,52522,28273.1,Operational,2025-02-23 20:33:10
571188b9-61c0-489c-b4e3-aaaa6b46d1fc,50314,3193.48,Operational,2025-06-05 23:42:14
abb8b3ea-07b5-4e5f-abcf-c5e8ace12d2c,45655,12952.23,Operational,2025-03-19 00:53:02
b8e59b96-6e01-4bcf-883f-1cbd0dd66758,21907,48697.86,Operational,2025-05-17 14:09:10
4799e77d-9a4d-462d-acce-03b080529671,33247,2034.16,Operational,2025-04-23 02:06:47
afa28ad6-b7ea-4e90-b926-bee90e9abafc,61945,15155.47,Operational,2025-02-25 13:08:35
ef243398-0ec5-4c3d-9dc2-678b14a936c2,90166,27766.68,Operational,2025-07-07 17:23:47
57b5115a-8a95-4b65-b9a0-9f93d2a9015a,14571,28644.81,Operational,2025-03-24 07:02:16
9a65a64c-8779-487b-82e1-10652c495d95,25611,22824.27,Operational,2025-06-03 04:24:06
4dcc85f4-d4e5-4048-ab5f-1d1216358ab7,30428,56054.19,Operational,2025-06-08 14:27:34
f7712d47-6d34-48bf-92a8-279824145bf4,56325,676.96,Operational,2025-04-18 22:52:55
bccb9121-33b6-45d2-abe7-1fa36fdc90dc,63318,23992.3,Operational,2025-06-21 22:45:45
ebe38c96-3bb3-4ab6-acf4-3dd45b68c807,45098,42649.09,Operational,2025-03-15 14:44:41
170b6b3f-6e85-472b-bcd0-5a0494167c47,79497,32713.18,Operational,2025-06-23 17:21:12
747d08fc-07da-4822-b13f-27699fa4864b,70870,26574.02,Operational,2025-05-19 12:12:12
497365cf-1379-46b6-b438-968ec7b8b219,62929,17865.9,Operational,2025-06-10 23:07:59
edd7ff30-6663-46be-a478-984318de6406,41733,21532.11,Operational,2025-03-14 03:35:32
5fbd4782-d915-4381-8250-f7bac2a67a20,87245,48429.86,Operational,2025-02-19 14:23:47
6d266e31-a5ed-43c7-aaea-d44b3c4e9576,63996,4956.24,Operational,2025-01-19 19:52:19
a8c59c7e-33cf-42cd-9191-d6628230200c,61439,38129.72,Operational,2025-06-27 05:13:15
1a9c25a5-4dac-4918-a46b-a322f8cda727,80094,43887.79,Operational,2025-04-02 15:41:47
09d151a2-aa04-4db4-8cfe-df0484ba15f4,53489,13151.12,Operational,2025-03-10 05:03:36
bdedb071-90eb-47be-8977-60893facc475,95325,18337.36,Operational,2025-02-22 20:30:53
956a934d-8422-4923-bdef-db27d632a6e2,33033,48964.62,Operational,2025-02-05 15:10:38
9d7166ef-468c-48c4-a5da-94c052e9a642,90978,40047.83,Operational,2025-04-16 19:36:58
d9b0dc67-82ef-4e87-8ae4-f5be107f5877,24352,25820.62,Operational,2025-03-24 23:17:53
d56882a9-55a1-4698-8230-9c59383fa6ff,27017,24422.85,Operational,2025-06-27 23:58:31
65e2350a-29e6-4557-b4c7-995abb13e006,45852,30603.93,Operational,2025-04-27 12:37:58
e883da79-13cc-44ec-a614-1ef2759c513c,31017,7505.63,Operational,2025-06-22 20:31:23
acf10ffe-57b1-44b8-8ae0-136faea08d48,15221,35678.61,Operational,2025-06-25 05:23:51
d3b3ccd8-12e2-486e-b320-865622064246,16715,10619.25,Operational,2025-01-12 09:20:16
73576ba0-728e-45a8-bb8d-f8a05073668e,88800,30941.31,Operational,2025-06-30 10:04:46
ac91d661-43a0-4ce7-bc1c-c91cdcf47e84,81244,41519.55,Operational,2025-04-25 03:40:40
6e1994b3-4a7b-44f5-a5b5-44058b19f8b6,35629,38122.2,Operational,2025-01-09 01:32:27
7137c29c-57c5-4ab0-a66a-23e40c5b455d,13246,18045.67,Operational,2025-04-09 06:33:46
90a9be66-147f-4db3-9b13-09c131e33887,42480,26391.86,Operational,2025-05-07 01:17:08
bd97c613-da99-4e51-b1f8-292ffd1010b6,43415,7728.25,Operational,2025-04-30 12:26:01
b6fa04d6-2cb4-4c57-a1b0-4d27e2831cc5,63997,11462.74,Operational,2025-05-31 17:46:03
98367235-1147-4ea2-85c9-cc7d731c160e,56459,11906.8,Operational,2025-04-27 07:24:16
decbf026-6be2-4bb8-b7b0-eb5a616e9add,53441,33454.8,Operational,2025-02-22 00:08:15
c8139ac4-4e5b-49f7-a0fe-21ee2b3f6aac,82202,13353.95,Operational,2025-03-28 10:38:02
ef140002-4107-49b9-9c67-ed65a34fba68,69823,47918.75,Operational,2025-01-14 11:06:27
bdf3a033-cd1b-41d0-b0b7-946942ca0107,89448,43484.3,Operational,2025-03-18 12:57:38
411c4c90-9f7e-4d9c-9915-8f593e11d383,35773,8899.15,Operational,2025-02-22 18:43:31
4312332a-b4cc-40b1-acc2-1ec9944ee329,76090,71016.74,Operational,2025-06-19 19:34:07
b6bac51d-cc42-4b0a-95a2-2296a28a5bdc,99224,9173.59,Operational,2025-02-09 03:40:30
e7ae22f1-f05a-4b60-9dec-e5cce82f0c48,54449,35828.41,Operational,2025-07-02 07:53:02
4f0f2fbc-5313-4d03-b41d-784eee578dfe,73171,31823.48,Operational,2025-04-15 02:21:29
6c1fee34-2e03-4e0f-86f3-8684af31a459,18159,45291.67,Operational,2025-05-17 10:06:11
d40e3247-7725-4a96-874a-1deb4fc442ae,39365,1389.23,Operational,2025-02-19 22:23:12
feecf2fa-53fe-44c8-b729-99f2af5a59db,29843,24424.61,Operational,2025-03-18 15:39:45
36aebf84-0cc5-4cd9-88f1-13c7eb9aaf80,35724,36337.22,Operational,2025-04-19 05:33:33
7f93c062-a7ef-468f-b329-46b96c8961ce,79602,43988.96,Operational,2025-06-15 00:30:54
d887edf4-8b38-455b-8d2c-c1d5350da5fe,94249,28565.8,Operational,2025-03-25 00:07:06
cebe4f9e-3b9a-4ad1-9071-42d363d83ee6,14147,1881.11,Operational,2025-06-05 23:10:41
031f303c-1995-4ff1-9f9b-616f81c5b3d0,82692,47559.3,Operational,2025-04-29 00:16:07
3c54e6dd-c422-4b7f-90db-20a927965e05,82990,12463.6,Operational,2025-04-30 14:44:24
f24da1a9-d588-4487-bd12-1f804f3d2f06,89908,40809.55,Operational,2025-06-08 14:27:26
d7a48348-3558-4bac-b0e2-fb92ceb137ba,58411,5699.63,Operational,2025-03-31 17:57:41
d337a8b7-cde3-442c-a17a-728fe2b35490,31896,45512.27,Operational,2025-07-03 00:07:43
2de25c5b-b4f2-4c6e-a82d-7afb2b7689ea,97707,9080.96,Operational,2025-05-02 06:36:53
d70ff689-70e6-4983-a20e-27fe0b3d76cc,52511,33616.39,Operational,2025-03-23 15:36:18
04dd9a8a-4ff9-49d9-810f-7980cabeb1fc,82232,5769.71,Operational,2025-02-27 23:10:42
83a9dd51-bbc6-41f1-9c60-586095c233c5,62978,13095.93,Operational,2025-06-17 18:08:01
c94092d9-d178-4d7e-b9f2-c61d18094815,80916,11842.25,Operational,2025-02-07 11:18:44
42da15d7-b798-4a78-9292-bd6e48a16ffc,24731,1179.11,Operational,2025-01-15 10:49:21
48e56d4e-745c-4e0c-ae59-c85b73ac5aff,45954,35329.84,Operational,2025-01-08 06:54:48
17572151-7cfa-44c0-9d54-d6992ac7a84e,34956,42829.33,Operational,2025-03-30 08:41:51
d87da614-7a58-4402-ae4a-dfd0968c8bfb,42740,22748.34,Operational,2025-06-15 17:36:06
e9d2f98a-c088-40c5-b1d7-ce225a14d657,89118,30361.23,Operational,2025-03-05 20:23:35
0d4b71b7-f523-4e8d-ac32-70c3b3507a3b,32090,3067.6,Operational,2025-04-17 01:59:24
008bdce1-c54b-4937-a6a5-1eb678c7f952,89411,36574.66,Operational,2025-01-26 09:43:42
8063b28e-0b05-4aa1-b0bd-7d71ca63b684,50528,32840.94,Operational,2025-02-24 22:34:54
fbb55b6f-54fb-4915-a8bc-85c2ccf75e97,76689,46202.69,Operational,2025-03-20 19:49:10
c8bfe9d1-a9ae-4ccf-bb99-1d3213b51f34,73102,25794.23,Operational,2025-05-01 16:10:51
c7e07d40-d165-4036-bc8a-0f7f6a50a37f,55945,26192.53,Operational,2025-06-01 11:28:10
718528db-b8f7-4b04-a199-e6f1afb3bef4,29184,19177.17,Operational,2025-03-31 18:46:26
46927c7d-a620-4605-a4f5-2991ea5afe48,64144,2215.42,Operational,2025-02-25 10:57:10
a21b368d-299e-4d2f-b622-d4061e8860e0,51248,10864.46,Operational,2025-03-28 03:37:40
0a69af6f-a1a8-4536-9bd5-5cc9a0f99352,37825,26480.44,Operational,2025-01-30 21:21:22
e1c1c00a-8a3a-4b89-b6db-048e249806e5,97507,44289.77,Operational,2025-02-22 21:54:27
b45bc573-7d03-4ca1-8026-e7bb35a169ee,43976,47049.01,Operational,2025-04-28 21:07:42
94fd1b24-5241-45dd-b8ee-b4bf585eff9b,83954,30986.26,Operational,2025-02-02 17:13:12
b3e5437f-9d72-4dad-9a8f-f3feac9056ec,72628,48926.46,Operational,2025-06-19 03:28:11
73536280-3e27-4cdf-b07b-03e94883bffc,96029,42718.57,Operational,2025-03-19 03:43:05
965ee221-780f-4271-ad14-66353b204319,46527,44999.49,Operational,2025-01-28 00:09:28
a370e380-7ed5-4b29-94b9-d238d7e84626,82294,13898.94,Operational,2025-06-03 15:18:09
db29057b-99f8-48f6-aa3e-70e279876452,81701,40496.17,Operational,2025-05-29 05:28:01
27834d04-99a0-4c88-8696-41e9516ee87f,11666,12970.18,Operational,2025-01-12 03:29:48
a79ed83a-0b83-4520-84ad-c1270a31eb6e,77232,4271.32,Operational,2025-06-10 20:12:21
3999630f-3922-482d-9e91-be34faaa5d47,80653,41268.0,Operational,2025-03-15 22:08:26
c47c34c3-38a8-452f-9f9a-0f8c5173298a,54370,40144.7,Operational,2025-03-31 05:16:57
21cdf7ee-4c10-474e-9d2e-58c370c866cc,27894,49597.0,Operational,2025-01-26 06:52:29
c0513b76-9dfa-46fc-b677-caa3f3af0925,91590,7166.89,Operational,2025-04-03 20:05:44
9b8c3c52-23d8-4d84-bcf0-6e81a84a510b,29944,33154.98,Operational,2025-02-06 16:34:43
ae5b7e40-f9c3-4327-972e-b5c099760770,60395,18916.68,Operational,2025-06-09 17:01:19
669fb0ae-469f-4735-b69d-92cbfd7f1f84,94309,4341.58,Operational,2025-05-19 00:22:12
bdcece54-b170-47ad-b3a4-a3da97015322,50791,47612.49,Operational,2025-06-24 22:06:58
f6f14b7a-6e7e-471b-8eda-1c4fac68b6ea,24087,25454.55,Operational,2025-06-21 12:42:11
15f38195-165e-43e4-9d9b-d2dc395e2dff,53889,26150.91,Operational,2025-03-10 22:56:07
a8bebb64-2dab-4363-b50a-f2f38a925890,35153,20022.51,Operational,2025-06-20 22:19:38
d68c6eff-1c4d-4a08-b4ef-88b76a2d9dc7,87541,14972.62,Operational,2025-02-27 20:58:53
de19f401-8cdc-4f4d-aaab-8e3ffbe68ee9,95543,38314.48,Operational,2025-05-09 23:49:17
4e950c27-0aad-45de-a27f-94dd90e933a9,17344,25421.18,Operational,2025-01-10 01:29:43
c35b4abd-a944-49a9-955f-1a93b7753728,46653,9391.19,Operational,2025-01-27 05:35:07
b4cacc99-52c2-443b-99ca-cc46d0e8a45b,62995,17948.25,Operational,2025-04-27 04:39:51
65b9e709-6f48-4ef2-9df1-2f0cd25410eb,59855,8058.93,Operational,2025-04-03 16:39:46
25e6c560-d46b-4896-a928-e0dce74c610a,49705,5489.62,Operational,2025-04-05 20:20:06
5b6e8562-a127-4a0c-81bb-b01860e3ad97,16063,3758.74,Operational,2025-06-04 22:39:12
1e6f0be8-240f-4f0a-b202-fc66524db1fe,87645,19089.38,Operational,2025-06-29 11:21:07
05b274cb-60fe-49bc-b502-39d06f05f90b,30416,42225.41,Operational,2025-04-01 16:03:32
664ac50d-7126-4b10-812f-2ecde67880bb,76457,8978.5,Operational,2025-01-15 02:05:54
