transaction_id|customer_id|amount|currency|status|channel|timestamp|fees_charged
3def60e5-98cd-46e7-91ac-ff64b7b25332|24397|24853.23|KES|SUCCESS|M-Pesa|19/01/2025 13:08|248.53
38174185-d1a5-42ac-8585-8f57df97ece3|73932|45273.83|KES|SUCCESS|M-Pesa|08/05/2025 8:58|452.74
8b33b402-3c00-4517-982a-c41ee54ce016|15486|4210.06|KES|SUCCESS|Bank Transfer|29/06/2025 3:05|30
9b539b84-6f33-41c3-9ceb-970388eda08a|70566|39075.74|KES|SUCCESS|USSD|16/06/2025 2:35|10
9ae057b3-c717-4207-83a2-a05d17f61045|84460|17578.2|KES|SUCCESS|M-Pesa|15/03/2025 23:01|175.78
4161b76d-b0b4-4780-a38f-58a583ec6fe7|87052|41932.11|KES|SUCCESS|M-Pesa|17/05/2025 5:17|419.32
5b68d8b1-a760-40bf-a439-b47dd57861bf|98092|4287.64|KES|PENDING|M-Pesa|06/03/2025 23:08|42.88
6958b88e-b5f7-4724-854e-4bf0a80a5c6a|67854|45389.3|KES|SUCCESS|M-Pesa|08/06/2025 9:36|453.89
cf206e92-00d8-4d32-98b1-9d68753ef95a|36790|21239.89|KES|FAILED|M-Pesa|22/06/2025 1:19|212.4
91c4662f-316d-4d9a-993b-c1b4fb7c2b75|13709|2862.35|KES|SUCCESS|M-Pesa|15/04/2025 11:55|28.62
a3b37ec9-4324-4cdf-a8cf-0e092d799a28|90219|48110.52|KES|SUCCESS|M-Pesa|25/02/2025 23:00|481.11
0feed898-06b1-4422-a27c-4644cee33301|77641|657.12|KES|PENDING|M-Pesa|29/05/2025 5:42|6.57
1b9c8072-9fad-4243-97d4-dd2d07b73c7a|71642|45959.83|KES|SUCCESS|Bank Transfer|26/05/2025 19:55|30
0456713f-49aa-4eaa-b021-4fb81b57c3d9|48413|14759.97|KES|PENDING|Bank Transfer|03/01/2025 5:18|30
e16bad3d-6ea3-4396-a9ee-1d3868f33277|17114|14084.11|KES|PENDING|USSD|01/06/2025 18:23|10
c7dc1e6d-649f-464d-a424-afd070b8c2e2|19337|9446.65|KES|SUCCESS|M-Pesa|27/06/2025 9:15|94.47
cf3bd258-9b92-44f0-b501-0978e09cb87c|14835|49311.23|KES|SUCCESS|M-Pesa|10/06/2025 15:21|493.11
f7f39cd5-48ef-401c-95e2-369d47ea146e|45547|13584.33|KES|SUCCESS|M-Pesa|14/05/2025 1:35|135.84
430ea847-e239-4911-bba8-b689478baf2f|80340|30690.09|KES|SUCCESS|USSD|19/04/2025 10:31|10
730acfe8-4ff2-4044-a669-f61db4bbd433|71813|40537.14|KES|PENDING|M-Pesa|26/03/2025 6:37|405.37
c90b5427-f0a3-42e4-9e15-816ccb319a17|30309|41466.75|KES|SUCCESS|M-Pesa|15/04/2025 2:25|414.67
d0569814-910f-49af-b252-da158b8ddfb8|50943|3814.19|KES|SUCCESS|M-Pesa|13/05/2025 22:24|38.14
705bc8e3-7c4a-4211-8a64-ef5865c76389|33524|36319.74|KES|SUCCESS|M-Pesa|26/03/2025 15:39|363.2
aeba933b-fda2-4feb-a737-2e385522b057|44816|47704.85|KES|SUCCESS|M-Pesa|23/04/2025 12:39|477.05
beabbc8d-665e-4c46-a1d1-948ce20c1496|46187|13470.19|KES|SUCCESS|M-Pesa|28/04/2025 13:52|134.7
a5f74e79-aef0-413b-8a6c-89b50a2492ae|47131|40828.47|KES|PENDING|M-Pesa|26/02/2025 14:57|408.28
a80b2794-ce4a-4fb9-a734-62eeb054a313|25254|37769.11|KES|SUCCESS|Card|28/06/2025 16:31|566.54
a5b20dac-2fb8-4897-81fa-07661d2bb026|88587|49024.11|KES|SUCCESS|Bank Transfer|20/03/2025 6:29|30
e896f80c-f034-4b1c-b73d-467146b04a9e|85745|17445.36|KES|SUCCESS|Card|30/01/2025 19:33|261.68
2fab58e9-5010-47b2-a23f-8343a3d7cf4b|53088|47478.56|KES|SUCCESS|USSD|15/03/2025 5:32|10
d955c23f-ebd9-4cbb-95ac-0d483f330e7c|83477|24656.27|KES|SUCCESS|Bank Transfer|25/04/2025 1:44|30
a74ab209-0135-4b37-984c-90dcb30af18e|90719|7637.54|KES|SUCCESS|Bank Transfer|14/04/2025 11:27|30
ae8db0de-1661-46b0-9607-6b666be55c2d|43434|33394.51|KES|SUCCESS|M-Pesa|27/05/2025 15:51|333.95
4f87e789-565e-4ff3-80dd-a4e8e9bd472e|46668|1638.64|KES|SUCCESS|M-Pesa|12/01/2025 5:12|16.39
a719462d-4b80-4a52-8eb1-f89ca39dccec|91818|2013.64|KES|SUCCESS|Bank Transfer|25/02/2025 15:27|30
700ad63c-2344-4451-96c6-759bfdbb39b1|62796|179.62|KES|FAILED|M-Pesa|09/04/2025 14:00|1.8
7f553f3b-1794-4e16-8bde-5dd217634be5|10302|18555.08|KES|SUCCESS|Bank Transfer|19/03/2025 12:17|30
df3ff549-7164-45a4-af2d-b73d330a2b56|14621|7429.57|KES|SUCCESS|Bank Transfer|31/05/2025 23:31|30
5546d3c2-05a3-485a-bd15-bcb3e0928f58|77067|5403.24|KES|SUCCESS|M-Pesa|15/01/2025 12:51|54.03
883bc047-5931-42f8-9cef-ebcf1c7d7c56|20267|1052.56|KES|SUCCESS|M-Pesa|06/05/2025 13:18|10.53
22ce1ede-89b7-4104-b60c-9d933be17852|13596|29699.94|KES|SUCCESS|Card|19/04/2025 7:25|445.5
46e2d8b8-6566-405e-b59e-26ffd8ef0471|36069|29362.71|KES|SUCCESS|M-Pesa|24/03/2025 22:37|293.63
bdfffa14-091b-4c0e-9141-d3652678cd82|72981|44987.39|KES|SUCCESS|M-Pesa|28/02/2025 4:47|449.87
bd852ab5-db66-460e-942b-d86bb06b41af|38024|11899.48|KES|SUCCESS|M-Pesa|22/04/2025 7:32|118.99
c77371a6-d135-42da-8345-212dd77d0fa2|86125|8710.01|KES|FAILED|M-Pesa|31/01/2025 1:12|87.1
9e2d3f26-5edd-487a-83c2-e55868ebda2b|48110|44835.68|KES|SUCCESS|USSD|20/03/2025 0:01|10
fafc4f77-453c-4fb6-b26e-17bff41a11f4|94471|36158.66|KES|FAILED|Card|16/05/2025 12:55|542.38
0c9da09e-e913-417f-bed8-79a58ec8bbcf|16469|48401.3|KES|SUCCESS|M-Pesa|20/01/2025 10:16|484.01
ec6a54bb-0da5-423d-98b2-9f11b0079e0f|77584|30550.47|KES|SUCCESS|Bank Transfer|19/05/2025 8:57|30
71734768-3ac4-4a57-9749-cd9e65310088|57362|2638.59|KES|SUCCESS|M-Pesa|31/05/2025 2:44|26.39
4907cb8d-73ec-482e-8985-3884d5c6e11a|15287|40503.23|KES|SUCCESS|Bank Transfer|17/01/2025 22:09|30
f18be80c-2034-49c6-9503-1056d957d412|46258|17475.97|KES|FAILED|Card|27/06/2025 18:44|262.14
1926c3ed-0a76-4ca3-91d8-757b8a57314c|80792|10289.84|KES|SUCCESS|USSD|05/03/2025 12:12|10
687d1e3f-57f1-4902-9f15-ea37501ff05e|97388|7031.63|KES|SUCCESS|M-Pesa|30/01/2025 4:18|70.32
fa5768b5-3cf1-4af5-80d4-178c5cdea1f8|33930|31706.24|KES|FAILED|M-Pesa|11/02/2025 23:20|317.06
ad09bba1-cee1-41dc-88dc-2714d5dd8d62|69207|21984.79|KES|SUCCESS|M-Pesa|15/06/2025 19:52|219.85
7dc52500-24a6-4378-b4e0-71038e1db974|28574|28895.44|KES|SUCCESS|M-Pesa|22/02/2025 10:07|288.95
3358fcdb-31c1-48c8-ade5-3d84254cdec7|21302|5889.06|KES|FAILED|Bank Transfer|11/02/2025 15:46|30
64ad9808-b261-4517-a757-df470c44b1bc|81324|24796.41|KES|SUCCESS|Bank Transfer|06/06/2025 2:59|30
d789a6a1-91db-4338-a91f-73bb431575bd|54028|12462.03|KES|SUCCESS|M-Pesa|27/03/2025 16:26|124.62
4f3c83bf-fdc1-48b1-a475-60ac1fc6d340|53872|5190.66|KES|SUCCESS|M-Pesa|19/04/2025 19:58|51.91
8194f35f-9fb1-451d-a742-53bf58ba55da|30103|7538.38|KES|SUCCESS|Card|10/05/2025 4:34|113.08
6b206d59-3acf-4550-80c7-7b3c79ede80b|85683|27159.09|KES|SUCCESS|M-Pesa|11/01/2025 3:55|271.59
21005372-dcc3-4598-9664-fb5b59650bfb|22999|21208.66|KES|SUCCESS|Bank Transfer|21/05/2025 20:21|30
24b8e26a-ff38-41fe-b5fc-4bea09fcc581|27368|12837.98|KES|SUCCESS|Bank Transfer|10/04/2025 22:27|30
954eb014-4588-46c3-9410-ea5bfd6da01c|70279|1199.98|KES|SUCCESS|Card|31/01/2025 15:19|18
0d1a88ad-511f-4863-91c7-8a61dfdf100a|54327|42029.96|KES|FAILED|M-Pesa|11/04/2025 10:04|420.3
7fee1ce7-f98d-4e32-8798-039c18eb4e83|57523|6276.9|KES|FAILED|USSD|24/02/2025 10:54|10
c6787db4-aff5-484a-9ab7-eef3a130adab|78244|18996.32|KES|SUCCESS|M-Pesa|26/02/2025 3:40|189.96
fa1b3671-9ce5-4455-9036-9f9c6c33be83|73731|26892.91|KES|FAILED|M-Pesa|11/06/2025 10:06|268.93
c86f8813-c75e-4300-af73-80713e046317|51914|22649.35|KES|SUCCESS|M-Pesa|29/06/2025 12:42|226.49
0559760d-02f4-4fa3-a5ef-4e85eab0fbc2|56240|18151.58|KES|SUCCESS|Bank Transfer|05/06/2025 4:30|30
4ee9942c-7151-4cf9-9238-89b509f87f81|80480|48055.46|KES|SUCCESS|M-Pesa|04/03/2025 20:57|480.55
da2e9f01-672c-4356-8fca-b7575c31da02|30806|29789.48|KES|SUCCESS|Card|03/05/2025 9:21|446.84
4939ec4e-3149-4d8f-8154-0b2700710913|12079|23438.18|KES|SUCCESS|M-Pesa|24/05/2025 5:07|234.38
5c0129d3-9054-477c-8d95-d0a15e81c74c|48258|22691.78|KES|SUCCESS|M-Pesa|24/04/2025 3:11|226.92
d59fe66e-1d54-4530-a0a4-2c363a468461|75155|9137.31|KES|FAILED|USSD|01/02/2025 21:00|10
a58007da-8727-4d90-8a77-82e853364f41|91974|7849.82|KES|SUCCESS|Bank Transfer|06/03/2025 21:15|30
fcdf2c46-518f-4788-8b72-b1a76786fd9d|40678|33611.04|KES|SUCCESS|M-Pesa|08/03/2025 11:06|336.11
491431e7-a936-4f4a-81ea-672a1bbd1ff1|89111|5017.1|KES|SUCCESS|Card|30/04/2025 23:27|75.26
9544c11b-0303-4b35-8e19-ccf179ab2105|64771|33420.85|KES|SUCCESS|M-Pesa|25/06/2025 13:04|53.43
3cfbd68f-2949-49aa-9536-3f3de9e67f4b|12198|42414|KES|SUCCESS|USSD|29/01/2025 8:43|10
28b3e41b-673f-488d-beec-74adbbd2261d|52880|40881.31|KES|SUCCESS|M-Pesa|10/05/2025 21:21|408.81
6596becf-3c1a-4db9-bdfa-711d02b7c812|24596|17292.35|KES|SUCCESS|M-Pesa|22/02/2025 1:58|172.92
3011dc16-c40b-44b3-b54e-01987ebe3ae1|27771|7048.65|KES|FAILED|M-Pesa|08/05/2025 10:26|70.49
22f129a3-6f1c-4ab0-bdc5-55639add99cd|45954|25647.26|KES|SUCCESS|Bank Transfer|25/01/2025 16:52|30
77360939-edb7-4156-9de0-32f1f1892bf3|27685|41754.77|KES|PENDING|M-Pesa|19/04/2025 20:42|308.99
58a48832-88b9-423c-ad85-8886d523c390|71268|40761.97|KES|SUCCESS|M-Pesa|14/06/2025 21:46|407.62
6e2154de-ddec-4b8f-bc9c-ae54a2cd1584|50809|7043.93|KES|SUCCESS|M-Pesa|17/06/2025 13:00|70.44
e3352a07-e4bd-4737-af8c-7d622942e9ff|84182|28686.05|KES|FAILED|M-Pesa|02/05/2025 10:06|286.86
d95e630c-1088-4a65-b397-5fbbbfb42902|48709|36914.78|KES|SUCCESS|Bank Transfer|26/01/2025 14:47|30
2155adfd-6a92-430e-a661-192fdb0afaaf|99599|45779.91|KES|SUCCESS|Bank Transfer|23/02/2025 7:59|30
3afd6444-85c1-413e-a004-b4d7bcb4e61b|78247|46844.65|KES|SUCCESS|M-Pesa|05/02/2025 20:41|468.45
bfb5674b-f0de-4e85-9ad1-37ad4f74e931|77298|42084.41|KES|FAILED|App|03/06/2025 0:25|10
fc941253-7241-445d-a39d-139acdb1cc5f|45111|36423.03|KES|SUCCESS|Bank Transfer|11/02/2025 3:42|30
ae36873e-d6f6-4e9f-b1ec-df87ea4de4ac|38145|39980.82|KES|SUCCESS|M-Pesa|08/04/2025 6:24|399.81
cb787133-85e3-45a8-a34f-4b0db8878684|79626|48106.83|KES|SUCCESS|Bank Transfer|16/02/2025 5:41|30
a710e3d2-b2e9-42fb-abe9-255eaa5471e3|10338|36624.63|KES|SUCCESS|Bank Transfer|28/04/2025 16:07|30
9ab19473-7b86-484f-a246-91756fa52971|65761|24496.78|KES|SUCCESS|App|19/04/2025 7:45|10
2648585c-867f-4b2f-8c91-677eefb9feb7|80342|49967.71|KES|SUCCESS|M-Pesa|15/05/2025 12:26|499.68
e440f721-b7a6-41ca-8cc5-d67ee489ac15|34070|14902.58|KES|FAILED|App|23/03/2025 10:01|10
23c1f4b7-cf84-424a-baf9-6ca8ef29c50c|35510|22784.43|KES|SUCCESS|Bank Transfer|14/01/2025 20:48|30
641c678e-aa1f-42d9-985f-6afdf582497d|45435|6072.32|KES|SUCCESS|Bank Transfer|17/06/2025 5:44|30
32ec85bf-208f-49ae-b00a-34861acb2739|50998|15798.75|KES|SUCCESS|Card|02/06/2025 2:06|236.98
fb0f7fa6-09d9-4ec6-953f-6ff22608c579|89273|43839.44|KES|SUCCESS|M-Pesa|03/02/2025 8:10|438.39
f1cfedb7-daf6-476c-acb1-58e19605733a|58543|46632.87|KES|SUCCESS|M-Pesa|29/01/2025 8:13|466.33
1e9d69cd-9955-43d2-816f-3dd9ef6ea952|83972|24015.08|KES|SUCCESS|M-Pesa|01/05/2025 13:54|240.15
d8a0c372-2960-42ba-a5db-58c9c63a054d|22676|36626.98|KES|SUCCESS|M-Pesa|30/04/2025 9:00|366.27
721a4b68-0964-47da-a930-720e16dce0cd|42913|11718.71|KES|SUCCESS|M-Pesa|14/03/2025 1:14|117.19
340d938e-846c-49ea-b32b-951a176e0aca|99431|6265.66|KES|PENDING|Card|20/06/2025 10:26|93.98
72e8cdfb-009e-4491-8b5c-775b2a61e949|66638|47239.36|KES|SUCCESS|Bank Transfer|02/06/2025 6:44|30
c1480cc6-7272-4822-b815-ba19db509597|64842|20108.93|KES|FAILED|M-Pesa|20/04/2025 21:25|201.09
1768caa9-7c4e-48d2-ae0c-a2d1906d420c|92856|9362.59|KES|SUCCESS|M-Pesa|05/01/2025 20:29|93.63
21afa5d6-59b2-49fb-b34c-05ec8225bffa|56600|46391.23|KES|PENDING|M-Pesa|12/06/2025 7:03|463.91
9d6aaa8f-2bb8-4188-96f9-988df451a3e9|34578|40800.86|KES|SUCCESS|M-Pesa|30/03/2025 16:35|408.01
e6f3035b-be54-4ae7-bd80-01e8213bd974|93300|4619.77|KES|FAILED|M-Pesa|29/01/2025 18:06|46.2
1bc425eb-21ae-4da3-b6d2-1fb7d1b6e7ba|98801|43113.27|KES|SUCCESS|Bank Transfer|05/01/2025 16:19|30
f4821e59-c13f-49b2-8083-402d2d52fb4b|35559|12669.82|KES|SUCCESS|Bank Transfer|25/06/2025 11:37|30
fadaeff4-0d51-40f6-aa43-3b0c1cc9b6fe|19903|34178.78|KES|SUCCESS|USSD|09/02/2025 2:38|10
72ccdcb2-bd7a-4a26-916b-a75b71f5e6cd|12396|45330.36|KES|SUCCESS|Bank Transfer|09/02/2025 23:57|30
17fd2c1c-e549-4364-b33d-526eca357c12|29623|12302.01|KES|SUCCESS|M-Pesa|13/01/2025 9:12|123.02
ac36e96c-a9e6-48dc-a7ba-be69616018f1|36292|34023.03|KES|SUCCESS|Card|07/01/2025 17:40|510.35
7dbfbaa5-14f0-4ed6-b7c6-e778d74a92ed|84553|23300.23|KES|FAILED|M-Pesa|09/06/2025 6:21|233
920db9a8-8a01-4cbc-ae0c-6e116b0b1ed9|52534|8079.96|KES|SUCCESS|Card|12/01/2025 9:11|121.2
171a8c95-5db0-4060-b62a-a1e3e6e652b8|70461|16355.36|KES|SUCCESS|M-Pesa|08/04/2025 3:36|110.08
b2de26fb-4123-4258-b3b5-45676d5b3dda|11007|5393.68|KES|SUCCESS|M-Pesa|04/03/2025 0:23|53.94
1d8f12b5-e7e1-43b8-a0d8-9a8166eddb74|36660|5170.36|KES|FAILED|Bank Transfer|09/03/2025 13:56|30
1e26a3cb-a4b4-420b-b8f7-172c6cf7504e|73888|29129.41|KES|SUCCESS|Bank Transfer|19/02/2025 6:37|30
00296a41-a140-4972-b2c9-31c67c23748d|34860|22325.62|KES|SUCCESS|Bank Transfer|07/01/2025 15:56|30
7b123ea7-eb71-4bdd-a5f1-4c641ce8d7ba|17813|18623.08|KES|SUCCESS|M-Pesa|26/01/2025 3:15|186.23
eee3b6ec-70b8-47f9-a4b8-f0596a8c1fc2|24288|5154.57|KES|FAILED|M-Pesa|29/01/2025 21:05|51.55
cfa7ebb9-fd06-46f9-ad5e-911377fafc11|60975|4164.93|KES|SUCCESS|Bank Transfer|27/01/2025 14:42|30
dbf3a2cf-3e27-4b8d-8066-f65641132457|43756|47183.62|KES|SUCCESS|Bank Transfer|06/01/2025 17:36|30
1fde558b-54e0-4be3-a8e4-6a49c4fcb1fd|15626|20496.23|KES|FAILED|M-Pesa|12/06/2025 7:20|204.96
2b3caebd-0c51-42f9-8ef1-81c8fe0c6f5c|92711|18457.89|KES|FAILED|M-Pesa|13/03/2025 5:59|184.58
26a241d5-ba89-4992-a9d9-4d25f5ebc3c9|15776|4603.67|KES|SUCCESS|M-Pesa|19/02/2025 8:31|30.28
37cde8a1-d333-4481-a4b8-383c584d84b0|48827|1674.68|KES|FAILED|Bank Transfer|15/02/2025 0:08|30
63ed69d9-d549-4768-9d5b-5ee72757d7ab|21536|30384.96|KES|SUCCESS|Bank Transfer|25/06/2025 20:45|30
4df5acd8-269c-441a-babc-81b88d679d8a|15109|16329.98|KES|SUCCESS|M-Pesa|05/03/2025 23:48|163.3
95c1eb0e-3cfa-433c-a721-cc1b283a4623|36589|19655.05|KES|SUCCESS|Bank Transfer|01/02/2025 1:42|30
b35bf115-9d64-49f5-863e-83f8e6e51996|74288|47634.8|KES|FAILED|Card|28/06/2025 12:49|714.52
9753ea0f-c80d-4016-b06b-7cd57de19eb3|49499|49333.8|KES|SUCCESS|M-Pesa|27/03/2025 13:33|493.34
3075c2e6-583a-4139-932b-a19c5699f783|84663|538.05|KES|SUCCESS|M-Pesa|02/02/2025 12:30|5.38
c6f72b19-6a42-42af-ba66-8aa3d8283574|98652|3975|KES|SUCCESS|M-Pesa|13/04/2025 14:07|39.75
65653d2c-cf8e-4d8e-9080-2e9ce9629df7|78577|2107.12|KES|SUCCESS|App|02/03/2025 13:49|10
e71947e9-cd74-4e40-a0ba-957560dceb3b|36015|14976.85|KES|FAILED|USSD|02/04/2025 0:56|10
301eb04c-dbea-4c6a-8809-4b33c441a428|71550|40750.51|KES|SUCCESS|USSD|12/05/2025 3:14|10
53ddf6c8-298d-4635-84d3-a9b37a03b17f|84137|24071.15|KES|SUCCESS|M-Pesa|14/01/2025 4:15|240.71
a2a3a1d2-f3a6-4b93-8fef-b7af72329e66|20326|32532.19|KES|SUCCESS|Bank Transfer|27/05/2025 5:33|30
